Date,Symbol,Sector,Close,Open,High,Low,Volume,Turnover_Cr,Daily_Return,MA_20,MA_50,MA_200,Volatility_20d,RSI,52W_High,52W_Low,PE_Ratio,Dividend_Yield,Market_Cap_Cr,Year,Month,Quarter
2025-12-01,AXISBANK,Banking,533.26,548.4,552.94,528.81,2812752846,149992.86,-0.0266,523.79,519.27,556.92,0.01535,58.91,639.83,503.66,15.6,0.2,165494,2025,12,2025Q4
2025-12-02,AXISBANK,Banking,541.95,532.84,547.22,526.73,3579760029,194005.09,0.0163,524.88,519.67,556.63,0.01564,62.0,639.83,503.66,15.6,0.2,168191,2025,12,2025Q4
2025-12-03,AXISBANK,Banking,530.95,544.23,544.24,528.08,1628152392,86446.75,-0.0203,525.74,520.06,556.21,0.01612,52.53,639.83,503.66,15.6,0.2,164778,2025,12,2025Q4
2025-12-04,AXISBANK,Banking,538.75,529.77,545.77,528.72,6756360424,363998.92,0.0147,526.6,520.61,555.87,0.01609,59.28,639.83,503.66,15.6,0.2,167198,2025,12,2025Q4
2025-12-05,AXISBANK,Banking,542.0,538.68,544.68,536.18,5221417289,283000.82,0.006,527.85,520.94,555.58,0.0159,69.36,639.83,503.66,15.6,0.2,168207,2025,12,2025Q4
2025-12-08,AXISBANK,Banking,541.6,540.69,543.97,540.32,1347343812,72972.14,-0.0007,529.6,521.51,555.3,0.01504,64.26,639.83,503.66,15.6,0.2,168083,2025,12,2025Q4
2025-12-09,AXISBANK,Banking,541.18,541.41,547.24,537.97,1224280176,66255.59,-0.0008,530.77,522.26,555.04,0.0144,63.8,639.83,503.66,15.6,0.2,167952,2025,12,2025Q4
2025-12-10,AXISBANK,Banking,567.27,540.01,572.14,539.24,6602342582,374531.09,0.0482,533.17,523.42,554.82,0.01769,71.76,639.83,503.66,15.6,0.2,176049,2025,12,2025Q4
2025-12-11,AXISBANK,Banking,561.19,566.61,566.61,553.35,3379380354,189647.45,-0.0107,534.93,524.55,554.6,0.01789,66.07,639.83,503.66,15.6,0.2,174162,2025,12,2025Q4
2025-12-12,AXISBANK,Banking,559.92,559.26,567.94,554.92,1327827097,74347.69,-0.0023,536.92,525.55,554.39,0.01762,66.63,639.83,503.66,15.6,0.2,173768,2025,12,2025Q4
2025-12-15,AXISBANK,Banking,577.67,558.75,579.21,555.33,2552980423,147478.02,0.0317,540.46,527.03,554.19,0.01727,71.14,639.83,503.66,15.6,0.2,179277,2025,12,2025Q4
2025-12-16,AXISBANK,Banking,588.54,576.37,589.76,574.5,2828045158,166441.77,0.0188,543.92,528.69,554.02,0.01703,70.83,639.83,503.66,15.6,0.2,182650,2025,12,2025Q4
2025-12-17,AXISBANK,Banking,581.82,587.73,590.88,579.48,4499748645,261804.38,-0.0114,547.04,529.97,553.78,0.01745,66.92,639.83,503.66,15.6,0.2,180565,2025,12,2025Q4
2025-12-18,AXISBANK,Banking,584.33,581.62,589.05,579.63,5243433176,306389.53,0.0043,550.1,531.46,553.58,0.01745,65.53,639.83,503.66,15.6,0.2,181344,2025,12,2025Q4
2025-12-19,AXISBANK,Banking,585.46,579.24,589.15,575.0,3480568127,203773.34,0.0019,552.95,532.82,553.41,0.01744,75.1,639.83,503.66,15.6,0.2,181694,2025,12,2025Q4
2025-12-22,AXISBANK,Banking,584.65,585.71,587.83,582.41,2998899942,175330.69,-0.0014,555.87,534.06,553.28,0.01737,72.22,639.83,503.66,15.6,0.2,181443,2025,12,2025Q4
2025-12-23,AXISBANK,Banking,576.93,586.82,587.83,569.56,2578587701,148766.46,-0.0132,558.3,535.35,553.07,0.01787,74.77,639.83,503.66,15.6,0.2,179047,2025,12,2025Q4
2025-12-24,AXISBANK,Banking,580.85,578.23,585.57,573.84,6608969715,383882.01,0.0068,560.33,536.64,552.83,0.01735,73.67,639.83,503.66,15.6,0.2,180264,2025,12,2025Q4
2025-12-25,AXISBANK,Banking,588.05,579.34,593.58,574.24,2646754807,155642.42,0.0124,562.71,538.05,552.65,0.01743,74.79,639.83,503.66,15.6,0.2,182498,2025,12,2025Q4
2025-12-26,AXISBANK,Banking,581.64,589.85,592.84,580.75,4233067456,246212.14,-0.0109,564.4,539.32,552.45,0.01761,70.24,639.83,503.66,15.6,0.2,180509,2025,12,2025Q4
2025-12-29,AXISBANK,Banking,597.97,580.23,600.0,579.24,1911177238,114282.67,0.0281,567.64,540.86,552.34,0.01698,74.73,639.83,503.66,15.6,0.2,185577,2025,12,2025Q4
2025-12-30,AXISBANK,Banking,611.08,598.5,613.5,596.54,1735129327,106030.28,0.0219,571.09,542.7,552.37,0.01721,71.51,639.83,503.66,15.6,0.2,189646,2025,12,2025Q4
2025-12-31,AXISBANK,Banking,616.11,606.65,621.66,602.27,3596281988,221570.53,0.0082,575.35,544.63,552.44,0.01604,77.25,639.83,503.66,15.6,0.2,191207,2025,12,2025Q4
2026-01-01,AXISBANK,Banking,606.04,617.24,619.19,605.94,2704026256,163874.81,-0.0163,578.71,546.32,552.43,0.0168,71.04,639.83,503.66,15.6,0.2,188081,2026,1,2026Q1
2026-01-02,AXISBANK,Banking,609.79,606.05,610.36,605.27,1643886180,100242.54,0.0062,582.1,547.96,552.48,0.0168,66.8,639.83,503.66,15.6,0.2,189245,2026,1,2026Q1
2026-01-05,AXISBANK,Banking,612.54,610.04,613.95,603.52,2783020870,170471.16,0.0045,585.65,549.88,552.53,0.01673,63.72,639.83,503.66,15.6,0.2,190099,2026,1,2026Q1
2026-01-06,AXISBANK,Banking,617.28,612.57,618.32,608.23,11340294707,700013.71,0.0077,589.46,551.7,552.66,0.01664,70.74,639.83,503.66,15.6,0.2,191570,2026,1,2026Q1
2026-01-07,AXISBANK,Banking,631.41,620.74,639.18,618.32,3208434063,202583.74,0.0229,592.66,553.96,552.86,0.01409,74.24,639.83,503.66,15.6,0.2,195955,2026,1,2026Q1
2026-01-08,AXISBANK,Banking,630.25,633.07,633.57,623.77,2813848664,177342.81,-0.0018,596.12,556.08,553.08,0.01369,73.06,639.83,503.66,15.6,0.2,195595,2026,1,2026Q1
2026-01-09,AXISBANK,Banking,648.78,631.6,656.61,628.99,2816214065,182710.34,0.0294,600.56,558.56,553.44,0.0145,77.92,648.78,503.66,15.6,0.2,201346,2026,1,2026Q1
2026-01-12,AXISBANK,Banking,652.83,649.86,655.26,646.11,5952598258,388603.47,0.0062,604.32,561.29,553.78,0.01333,84.13,652.83,503.66,15.6,0.2,202602,2026,1,2026Q1
2026-01-13,AXISBANK,Banking,650.6,656.76,665.17,648.27,3040115423,197789.91,-0.0034,607.42,563.9,554.08,0.01315,81.85,652.83,503.66,15.6,0.2,201910,2026,1,2026Q1
2026-01-14,AXISBANK,Banking,672.99,650.11,686.51,649.29,3701173155,249085.25,0.0344,611.98,567.09,554.53,0.01408,84.06,672.99,503.66,15.6,0.2,208859,2026,1,2026Q1
2026-01-15,AXISBANK,Banking,681.18,670.19,681.65,668.53,4677969874,318653.95,0.0122,616.82,570.28,555.03,0.0141,89.36,681.18,503.66,15.6,0.2,211401,2026,1,2026Q1
2026-01-16,AXISBANK,Banking,677.31,684.69,686.71,676.9,6274986033,425011.08,-0.0057,621.41,573.49,555.5,0.01437,84.8,681.18,503.66,15.6,0.2,210200,2026,1,2026Q1
2026-01-19,AXISBANK,Banking,678.5,676.34,686.37,673.77,2272172456,154166.9,0.0018,626.11,576.92,556.05,0.01428,83.02,681.18,503.66,15.6,0.2,210569,2026,1,2026Q1
2026-01-20,AXISBANK,Banking,684.91,679.51,686.35,678.64,2020428786,138381.19,0.0094,631.51,580.27,556.68,0.01342,83.25,684.91,503.66,15.6,0.2,212558,2026,1,2026Q1
2026-01-21,AXISBANK,Banking,683.89,685.98,690.49,680.73,2287613287,156447.59,-0.0015,636.66,583.56,557.26,0.01361,91.23,684.91,503.66,15.6,0.2,212242,2026,1,2026Q1
2026-01-22,AXISBANK,Banking,685.56,682.38,691.84,681.35,4531345563,310650.93,0.0024,641.53,586.75,557.89,0.01364,91.03,685.56,503.66,15.6,0.2,212760,2026,1,2026Q1
2026-01-23,AXISBANK,Banking,678.25,682.65,683.43,672.66,4798623217,325466.62,-0.0107,646.36,589.91,558.42,0.01362,83.91,685.56,503.66,15.6,0.2,210491,2026,1,2026Q1
2026-01-26,AXISBANK,Banking,662.99,680.42,680.75,659.99,3605576151,239046.09,-0.0225,649.61,593.03,558.94,0.01433,71.28,685.56,503.66,15.6,0.2,205756,2026,1,2026Q1
2026-01-27,AXISBANK,Banking,664.36,665.51,672.33,662.92,5333712932,354350.55,0.0021,652.28,595.94,559.43,0.0138,67.41,685.56,503.66,15.6,0.2,206181,2026,1,2026Q1
2026-01-28,AXISBANK,Banking,666.05,665.62,674.71,664.04,4801002699,319770.78,0.0025,654.78,598.87,559.94,0.01377,68.81,685.56,503.66,15.6,0.2,206705,2026,1,2026Q1
2026-01-29,AXISBANK,Banking,671.33,666.85,685.7,662.87,2395487707,160816.28,0.0079,658.04,601.83,560.48,0.01293,63.76,685.56,503.66,15.6,0.2,208344,2026,1,2026Q1
2026-01-30,AXISBANK,Banking,666.39,668.51,679.95,657.54,1544508424,102924.5,-0.0074,660.87,604.59,560.93,0.01323,58.19,685.56,503.66,15.6,0.2,206811,2026,1,2026Q1
2026-02-02,AXISBANK,Banking,654.51,665.73,666.3,645.71,2624399970,171769.6,-0.0178,662.97,607.15,561.36,0.01414,52.11,685.56,503.66,15.6,0.2,203124,2026,2,2026Q1
2026-02-03,AXISBANK,Banking,646.2,656.89,662.12,644.57,4276633701,276356.07,-0.0127,664.41,609.51,561.72,0.01454,32.91,685.56,503.66,15.6,0.2,200545,2026,2,2026Q1
2026-02-04,AXISBANK,Banking,656.11,644.69,659.66,644.29,4184480468,274547.95,0.0153,665.65,611.83,562.11,0.01407,34.35,685.56,503.66,15.6,0.2,203620,2026,2,2026Q1
2026-02-05,AXISBANK,Banking,650.46,656.37,658.18,649.89,1326991418,86315.48,-0.0086,666.66,614.03,562.34,0.01425,33.61,685.56,503.66,15.6,0.2,201867,2026,2,2026Q1
2026-02-06,AXISBANK,Banking,646.88,651.36,653.44,645.94,1003947539,64943.36,-0.0055,666.56,616.01,562.59,0.01273,31.24,685.56,503.66,15.6,0.2,200756,2026,2,2026Q1
2026-02-09,AXISBANK,Banking,644.46,647.88,654.97,644.0,4617020956,297548.53,-0.0037,666.15,618.24,562.85,0.01267,24.81,685.56,503.66,15.6,0.2,200005,2026,2,2026Q1
2026-02-10,AXISBANK,Banking,639.34,642.48,644.52,637.46,4673798334,298814.62,-0.0079,665.58,620.18,563.04,0.01276,23.6,685.56,503.66,15.6,0.2,198416,2026,2,2026Q1
2026-02-11,AXISBANK,Banking,633.6,639.11,641.37,632.61,3912683827,247907.65,-0.009,663.61,622.24,563.22,0.0098,20.63,685.56,503.66,15.6,0.2,196634,2026,2,2026Q1
2026-02-12,AXISBANK,Banking,626.37,635.21,647.12,623.7,5140751344,322001.24,-0.0114,660.87,623.99,563.38,0.00929,20.65,685.56,503.66,15.6,0.2,194391,2026,2,2026Q1
2026-02-13,AXISBANK,Banking,639.03,629.86,641.35,627.03,3631491222,232063.18,0.0202,658.96,625.93,563.56,0.01075,36.03,685.56,503.66,15.6,0.2,198320,2026,2,2026Q1
2026-02-16,AXISBANK,Banking,645.46,638.62,657.28,631.83,1682159159,108576.65,0.0101,657.31,628.01,563.78,0.0111,39.6,685.56,503.66,15.6,0.2,200315,2026,2,2026Q1
2026-02-17,AXISBANK,Banking,657.11,646.26,662.9,636.01,2798934958,183920.82,0.018,655.92,630.32,564.1,0.01173,45.57,685.56,503.66,15.6,0.2,203931,2026,2,2026Q1
2026-02-18,AXISBANK,Banking,670.85,654.82,672.16,653.05,3145214037,210996.68,0.0209,655.27,632.4,564.45,0.0128,49.78,685.56,503.66,15.6,0.2,208195,2026,2,2026Q1
2026-02-19,AXISBANK,Banking,649.74,670.36,671.81,648.09,2458187308,159718.26,-0.0315,653.47,634.17,564.68,0.01448,43.36,685.56,503.66,15.6,0.2,201643,2026,2,2026Q1
2026-02-20,AXISBANK,Banking,653.23,648.77,655.03,646.74,2436682122,159171.39,0.0054,652.22,636.03,564.93,0.01445,49.45,685.56,503.66,15.6,0.2,202727,2026,2,2026Q1
2026-02-23,AXISBANK,Banking,648.33,657.03,663.74,647.64,3121124814,202351.89,-0.0075,651.49,637.45,565.18,0.01369,50.94,685.56,503.66,15.6,0.2,201206,2026,2,2026Q1
2026-02-24,AXISBANK,Banking,658.83,649.76,665.72,648.99,2160339508,142329.65,0.0162,651.21,638.85,565.52,0.01421,51.19,685.56,503.66,15.6,0.2,204464,2026,2,2026Q1
2026-02-25,AXISBANK,Banking,652.48,659.01,664.17,645.96,1126308098,73489.35,-0.0096,650.54,640.27,565.79,0.01434,50.88,685.56,503.66,15.6,0.2,202494,2026,2,2026Q1
2026-02-26,AXISBANK,Banking,643.4,648.75,656.44,639.2,3448723997,221890.9,-0.0139,649.14,641.45,566.03,0.01446,48.56,685.56,503.66,15.6,0.2,199676,2026,2,2026Q1
2026-02-27,AXISBANK,Banking,631.12,644.0,646.42,627.63,6092479941,384508.59,-0.0191,647.38,642.36,566.23,0.01492,44.88,685.56,503.66,15.6,0.2,195865,2026,2,2026Q1
2026-03-02,AXISBANK,Banking,628.85,631.72,632.51,627.45,1085510054,68262.3,-0.0036,646.09,643.24,566.48,0.01449,45.88,685.56,503.66,15.6,0.2,195160,2026,3,2026Q1
2026-03-03,AXISBANK,Banking,637.26,628.42,642.71,618.53,3551773991,226340.35,0.0134,645.65,644.45,566.75,0.01464,51.41,685.56,503.66,15.6,0.2,197770,2026,3,2026Q1
2026-03-04,AXISBANK,Banking,639.9,637.35,641.34,627.54,1971863880,126179.57,0.0041,644.84,645.63,567.05,0.01421,55.39,685.56,503.66,15.6,0.2,198590,2026,3,2026Q1
2026-03-05,AXISBANK,Banking,629.7,643.36,643.75,625.08,4592760225,289206.11,-0.0159,643.8,646.46,567.38,0.0145,46.21,685.56,503.66,15.6,0.2,195424,2026,3,2026Q1
2026-03-06,AXISBANK,Banking,649.16,631.49,653.87,624.81,3954830299,256731.76,0.0309,643.91,647.82,567.85,0.01616,51.36,685.56,503.66,15.6,0.2,201463,2026,3,2026Q1
2026-03-09,AXISBANK,Banking,655.42,647.44,664.06,646.75,5533554588,362680.23,0.0096,644.46,648.96,568.37,0.01626,49.35,685.56,503.66,15.6,0.2,203406,2026,3,2026Q1
2026-03-10,AXISBANK,Banking,662.91,659.26,663.87,658.49,2143319285,142082.78,0.0114,645.64,650.0,568.92,0.01628,46.81,685.56,503.66,15.6,0.2,205731,2026,3,2026Q1
2026-03-11,AXISBANK,Banking,675.22,661.33,680.33,657.61,3378234715,228105.16,0.0186,647.72,651.18,569.54,0.01647,61.02,685.56,503.66,15.6,0.2,209551,2026,3,2026Q1
2026-03-12,AXISBANK,Banking,660.44,678.49,679.86,655.14,11350891008,749658.25,-0.0219,649.42,652.27,570.11,0.01712,52.84,685.56,503.66,15.6,0.2,204964,2026,3,2026Q1
2026-03-13,AXISBANK,Banking,652.54,659.01,663.31,648.78,3618068807,236093.46,-0.012,650.1,653.13,570.68,0.01691,51.62,685.56,503.66,15.6,0.2,202512,2026,3,2026Q1
2026-03-16,AXISBANK,Banking,660.42,652.24,661.89,640.82,4660730390,307803.96,0.0121,650.85,654.08,571.33,0.01697,50.62,685.56,503.66,15.6,0.2,204958,2026,3,2026Q1
2026-03-17,AXISBANK,Banking,653.43,656.23,659.95,651.97,6593470992,430837.18,-0.0106,650.66,654.81,571.9,0.01669,50.37,685.56,503.66,15.6,0.2,202789,2026,3,2026Q1
2026-03-18,AXISBANK,Banking,651.33,654.46,660.95,641.03,2102659524,136952.52,-0.0032,649.69,655.21,572.41,0.01595,53.28,685.56,503.66,15.6,0.2,202137,2026,3,2026Q1
2026-03-19,AXISBANK,Banking,651.01,647.49,653.63,646.13,1191348265,77557.96,-0.0005,649.75,655.62,572.9,0.01428,59.12,685.56,503.66,15.6,0.2,202038,2026,3,2026Q1
2026-03-20,AXISBANK,Banking,639.97,651.41,655.27,629.14,1399843915,89585.81,-0.017,649.09,655.44,573.32,0.01472,54.72,685.56,503.66,15.6,0.2,198611,2026,3,2026Q1
2026-03-23,AXISBANK,Banking,637.16,639.14,648.73,634.15,1830491789,116631.61,-0.0044,648.53,655.13,573.68,0.01467,49.96,685.56,503.66,15.6,0.2,197739,2026,3,2026Q1
2026-03-24,AXISBANK,Banking,645.67,636.35,659.31,624.69,2650957221,171164.35,0.0134,647.87,655.03,574.13,0.01451,52.44,685.56,503.66,15.6,0.2,200380,2026,3,2026Q1
2026-03-25,AXISBANK,Banking,652.62,646.43,653.44,645.79,4190404005,273474.15,0.0108,647.88,654.62,574.61,0.01458,59.98,685.56,503.66,15.6,0.2,202537,2026,3,2026Q1
2026-03-26,AXISBANK,Banking,663.16,654.22,668.15,654.2,5264990535,349153.11,0.0162,648.86,654.26,575.18,0.01461,56.61,685.56,503.66,15.6,0.2,205808,2026,3,2026Q1
2026-03-27,AXISBANK,Banking,672.9,665.76,686.78,660.17,1909364925,128481.17,0.0147,650.95,654.18,575.85,0.01403,57.99,685.56,503.66,15.6,0.2,208831,2026,3,2026Q1
2026-03-30,AXISBANK,Banking,677.1,670.54,687.53,667.23,9553021372,646835.08,0.0062,653.37,654.15,576.51,0.01395,56.69,685.56,503.66,15.6,0.2,210134,2026,3,2026Q1
2026-03-31,AXISBANK,Banking,680.58,676.47,683.67,674.7,6261979763,426177.82,0.0051,655.53,654.06,577.16,0.01377,52.76,685.56,503.66,15.6,0.2,211214,2026,3,2026Q1
2023-01-02,RELIANCE,Energy,2434.23,2449.86,2471.18,2428.76,4802851145,1169124.43,,,,,,,,,28.4,0.4,1639379,2023,1,2023Q1
2023-01-03,RELIANCE,Energy,2517.3,2436.95,2540.96,2415.25,3096551251,779494.85,0.0341,,,,,,,,28.4,0.4,1695324,2023,1,2023Q1
2023-01-04,RELIANCE,Energy,2539.51,2513.45,2549.22,2476.02,2431385844,617452.87,0.0088,,,,,,,,28.4,0.4,1710282,2023,1,2023Q1
2023-01-05,RELIANCE,Energy,2538.57,2531.13,2566.26,2521.56,4541533182,1152899.99,-0.0004,,,,,,,,28.4,0.4,1709649,2023,1,2023Q1
2023-01-06,RELIANCE,Energy,2507.21,2543.49,2569.24,2478.52,3660139921,917673.94,-0.0124,,,,,,,,28.4,0.4,1688529,2023,1,2023Q1
2023-01-09,RELIANCE,Energy,2470.13,2492.51,2518.38,2465.3,5413868809,1337295.98,-0.0148,,,,,,,,28.4,0.4,1663557,2023,1,2023Q1
2023-01-10,RELIANCE,Energy,2503.82,2472.96,2531.06,2471.96,3876501210,970606.13,0.0136,,,,,,,,28.4,0.4,1686246,2023,1,2023Q1
2023-01-11,RELIANCE,Energy,2508.56,2497.78,2508.76,2465.48,2860630074,717606.22,0.0019,,,,,,,,28.4,0.4,1689438,2023,1,2023Q1
2023-01-12,RELIANCE,Energy,2524.76,2510.4,2541.18,2499.68,2745702029,693223.87,0.0065,,,,,,,,28.4,0.4,1700349,2023,1,2023Q1
2023-01-13,RELIANCE,Energy,2486.68,2533.55,2548.53,2485.6,4437710825,1103516.68,-0.0151,,,,,,,,28.4,0.4,1674703,2023,1,2023Q1
2023-01-16,RELIANCE,Energy,2506.9,2481.56,2538.3,2457.17,1674511158,419783.2,0.0081,,,,,,,,28.4,0.4,1688320,2023,1,2023Q1
2023-01-17,RELIANCE,Energy,2510.87,2504.13,2546.32,2494.0,2543909061,638742.49,0.0016,,,,,,,,28.4,0.4,1690994,2023,1,2023Q1
2023-01-18,RELIANCE,Energy,2474.77,2507.7,2520.83,2448.42,1091341866,270082.01,-0.0144,,,,,,,,28.4,0.4,1666682,2023,1,2023Q1
2023-01-19,RELIANCE,Energy,2427.81,2491.69,2506.15,2393.27,4035618550,979771.51,-0.019,,,,,,,,28.4,0.4,1635056,2023,1,2023Q1
2023-01-20,RELIANCE,Energy,2430.46,2426.88,2441.56,2397.58,4513294379,1096938.15,0.0011,,,,,49.5,,,28.4,0.4,1636840,2023,1,2023Q1
2023-01-23,RELIANCE,Energy,2455.0,2429.19,2468.26,2423.67,2225170790,546279.43,0.0101,,,,,40.23,,,28.4,0.4,1653367,2023,1,2023Q1
2023-01-24,RELIANCE,Energy,2492.75,2454.36,2506.46,2449.77,1892159629,471668.09,0.0154,,,,,43.01,,,28.4,0.4,1678791,2023,1,2023Q1
2023-01-25,RELIANCE,Energy,2502.2,2502.87,2504.57,2479.49,5265041360,1317418.65,0.0038,,,,,44.7,,,28.4,0.4,1685155,2023,1,2023Q1
2023-01-26,RELIANCE,Energy,2475.77,2497.41,2528.36,2445.62,2287346030,566294.27,-0.0106,,,,,45.35,,,28.4,0.4,1667355,2023,1,2023Q1
2023-01-27,RELIANCE,Energy,2477.86,2481.66,2486.24,2448.16,4509301086,1117341.68,0.0008,2489.26,,,,51.28,,,28.4,0.4,1668763,2023,1,2023Q1
2023-01-30,RELIANCE,Energy,2491.47,2472.22,2509.06,2449.46,3245976373,808725.28,0.0055,2492.12,,,0.01293,47.82,,,28.4,0.4,1677929,2023,1,2023Q1
2023-01-31,RELIANCE,Energy,2466.59,2485.28,2496.81,2425.64,2509265176,618932.84,-0.01,2489.58,,,0.01058,43.07,,,28.4,0.4,1661173,2023,1,2023Q1
2023-02-01,RELIANCE,Energy,2451.89,2469.33,2487.07,2442.96,4368955675,1071219.87,-0.006,2485.2,,,0.01037,37.91,,,28.4,0.4,1651273,2023,2,2023Q1
2023-02-02,RELIANCE,Energy,2454.23,2460.82,2471.07,2445.0,3321365104,815139.39,0.001,2480.99,,,0.01038,43.89,,,28.4,0.4,1652849,2023,2,2023Q1
2023-02-03,RELIANCE,Energy,2463.16,2451.41,2482.75,2415.58,6901298727,1699900.3,0.0036,2478.78,,,0.01013,41.4,,,28.4,0.4,1658863,2023,2,2023Q1
2023-02-06,RELIANCE,Energy,2421.93,2460.28,2495.24,2400.34,2263516199,548207.78,-0.0167,2476.37,,,0.01027,34.75,,,28.4,0.4,1631096,2023,2,2023Q1
2023-02-07,RELIANCE,Energy,2404.82,2426.55,2436.0,2386.74,1685549342,405344.28,-0.0071,2471.42,,,0.00976,37.17,,,28.4,0.4,1619573,2023,2,2023Q1
2023-02-08,RELIANCE,Energy,2410.83,2404.74,2414.27,2403.83,3242676128,781754.09,0.0025,2466.54,,,0.00977,46.34,,,28.4,0.4,1623620,2023,2,2023Q1
2023-02-09,RELIANCE,Energy,2428.84,2415.75,2443.31,2389.98,4148092825,1007505.38,0.0075,2461.74,,,0.00982,49.67,,,28.4,0.4,1635749,2023,2,2023Q1
2023-02-10,RELIANCE,Energy,2434.89,2417.0,2440.08,2394.15,2976246586,724683.3,0.0025,2459.15,,,0.00935,45.6,,,28.4,0.4,1639824,2023,2,2023Q1
2023-02-13,RELIANCE,Energy,2446.13,2427.3,2477.84,2424.11,8034034131,1965229.19,0.0046,2456.11,,,0.0092,38.46,,,28.4,0.4,1647394,2023,2,2023Q1
2023-02-14,RELIANCE,Energy,2456.2,2445.68,2490.07,2422.11,5994913307,1472470.61,0.0041,2453.38,,,0.00926,38.65,,,28.4,0.4,1654176,2023,2,2023Q1
2023-02-15,RELIANCE,Energy,2429.73,2459.53,2483.51,2403.5,2513607052,610738.65,-0.0108,2451.13,,,0.00902,38.65,,,28.4,0.4,1636349,2023,2,2023Q1
2023-02-16,RELIANCE,Energy,2477.96,2428.78,2516.38,2419.59,3375801010,836509.99,0.0198,2453.64,,,0.00909,50.02,,,28.4,0.4,1668830,2023,2,2023Q1
2023-02-17,RELIANCE,Energy,2466.16,2478.55,2487.24,2463.77,1325639242,326923.85,-0.0048,2455.42,,,0.00919,44.88,,,28.4,0.4,1660883,2023,2,2023Q1
2023-02-20,RELIANCE,Energy,2441.84,2470.65,2483.0,2419.98,5530558918,1350474.0,-0.0099,2454.76,,,0.0092,44.98,,,28.4,0.4,1644504,2023,2,2023Q1
2023-02-21,RELIANCE,Energy,2394.32,2432.71,2435.83,2387.41,2326238572,556975.95,-0.0195,2449.84,,,0.00939,39.69,,,28.4,0.4,1612501,2023,2,2023Q1
2023-02-22,RELIANCE,Energy,2378.56,2398.68,2407.88,2359.22,3610943554,858884.59,-0.0066,2443.66,,,0.00934,37.08,,,28.4,0.4,1601887,2023,2,2023Q1
2023-02-23,RELIANCE,Energy,2477.94,2386.06,2486.88,2378.71,2874247571,712221.3,0.0418,2443.77,,,0.01341,51.93,,,28.4,0.4,1668817,2023,2,2023Q1
2023-02-24,RELIANCE,Energy,2466.41,2475.39,2490.99,2451.59,1552419126,382890.21,-0.0047,2443.19,,,0.01345,56.29,,,28.4,0.4,1661052,2023,2,2023Q1
2023-02-27,RELIANCE,Energy,2478.69,2460.04,2520.28,2423.07,4959318013,1229261.2,0.005,2442.56,,,0.01344,60.59,,,28.4,0.4,1669322,2023,2,2023Q1
2023-02-28,RELIANCE,Energy,2521.3,2485.3,2533.7,2471.62,1925482044,485471.79,0.0172,2445.29,,,0.01377,64.34,,,28.4,0.4,1698018,2023,2,2023Q1
2023-03-01,RELIANCE,Energy,2551.29,2534.31,2561.82,2525.89,2521487754,643304.65,0.0119,2450.26,,,0.01386,65.41,,,28.4,0.4,1718216,2023,3,2023Q1
2023-03-02,RELIANCE,Energy,2482.46,2552.42,2565.21,2478.99,5007486135,1243088.4,-0.027,2451.67,,,0.01531,55.17,,,28.4,0.4,1671861,2023,3,2023Q1
2023-03-03,RELIANCE,Energy,2518.79,2475.88,2539.87,2473.17,2011443781,506640.45,0.0146,2454.45,,,0.01562,57.49,,,28.4,0.4,1696328,2023,3,2023Q1
2023-03-06,RELIANCE,Energy,2538.46,2518.75,2543.47,2510.18,6888989280,1748742.37,0.0078,2460.28,,,0.01509,58.31,,,28.4,0.4,1709575,2023,3,2023Q1
2023-03-07,RELIANCE,Energy,2604.07,2532.11,2608.31,2519.55,1995722433,519700.09,0.0258,2470.24,,,0.01577,66.33,,,28.4,0.4,1753761,2023,3,2023Q1
2023-03-08,RELIANCE,Energy,2582.59,2609.66,2619.51,2564.65,1821542060,470429.63,-0.0082,2478.83,,,0.01601,60.32,,,28.4,0.4,1739295,2023,3,2023Q1
2023-03-09,RELIANCE,Energy,2548.19,2582.2,2589.37,2545.14,3345944045,852610.12,-0.0133,2484.8,,,0.01641,57.74,,,28.4,0.4,1716128,2023,3,2023Q1
2023-03-10,RELIANCE,Energy,2580.35,2541.1,2597.47,2532.67,7400489550,1909585.32,0.0126,2492.07,2481.1,,0.01656,62.88,,,28.4,0.4,1737787,2023,3,2023Q1
2023-03-13,RELIANCE,Energy,2608.9,2581.89,2610.13,2554.06,3259353065,850332.62,0.0111,2500.21,2484.6,,0.01666,70.69,,,28.4,0.4,1757014,2023,3,2023Q1
2023-03-14,RELIANCE,Energy,2585.98,2603.77,2610.01,2584.9,5339740967,1380846.33,-0.0088,2506.7,2485.97,,0.01688,69.73,,,28.4,0.4,1741578,2023,3,2023Q1
2023-03-15,RELIANCE,Energy,2578.32,2575.78,2613.16,2551.22,1672067897,431112.61,-0.003,2514.13,2486.75,,0.01664,61.56,,,28.4,0.4,1736420,2023,3,2023Q1
2023-03-16,RELIANCE,Energy,2596.93,2584.19,2633.25,2570.24,2721741760,706817.28,0.0072,2520.08,2487.92,,0.0162,64.79,,,28.4,0.4,1748953,2023,3,2023Q1
2023-03-17,RELIANCE,Energy,2610.96,2599.26,2630.68,2580.79,2809831047,733635.65,0.0054,2527.32,2489.99,,0.01612,64.93,,,28.4,0.4,1758402,2023,3,2023Q1
2023-03-20,RELIANCE,Energy,2611.1,2607.29,2645.35,2593.31,1739857476,454294.19,0.0001,2535.78,2492.81,,0.01586,61.21,,,28.4,0.4,1758496,2023,3,2023Q1
